Locality,Zip code,Kitchen,Type of property,Subtype of property,Price of property in euro,Type of Sale,Number of bedrooms,Living area,Terrace,Terrace area,Garden,Garden area,Surface of the land(or plot of land),Number of facades,Swimming pool,ID number,State of the building,URL
Spa,4900.0,1.0,house,exceptional property,2088800.0,,6.0,610.0,1.0,,,,2400.0,4.0,1.0,10641055.0,as new,https://www.immoweb.be/en/classified/exceptional-property/for-sale/spa/4900/10641055
BIERGHES,1430.0,1.0,house,villa,1695000.0,,5.0,720.0,1.0,,,,3366.0,4.0,,10624524.0,good,https://www.immoweb.be/en/classified/villa/for-sale/bierghes/1430/10624524
Pepingen,1670.0,1.0,house,villa,1695000.0,,5.0,720.0,1.0,,,,3366.0,4.0,,10591791.0,good,https://www.immoweb.be/en/classified/villa/for-sale/pepingen/1670/10591791
Uccle,1180.0,1.0,house,villa,2950000.0,,5.0,515.0,1.0,40.0,1.0,6057.0,6057.0,4.0,,10250748.0,good,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/10250748
Knokke-Heist,8300.0,1.0,house,house,3995000.0,,5.0,260.0,1.0,,,,925.0,3.0,,10591021.0,good,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/10591021
Jette,1090.0,,house,apartment block,2250000.0,isUnderOption,21.0,782.0,1.0,25.0,1.0,275.0,455.0,3.0,,10420054.0,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/jette/1090/10420054
Kraainem,1950.0,1.0,house,house,2750000.0,,6.0,650.0,1.0,,,,5127.0,4.0,1.0,10301612.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/10301612
Bastogne,6600.0,,apartment,apartment,300000.0,,3.0,101.0,1.0,12.0,,,,2.0,,10654345.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/10654345
Schaerbeek,1030.0,1.0,apartment,apartment,325000.0,isUnderOption,2.0,94.0,1.0,15.0,,,,2.0,,10652725.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10652725
Bastogne,6600.0,,apartment,apartment,310000.0,,3.0,101.0,1.0,12.0,,,,2.0,,10654344.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/10654344
Bastogne,6600.0,,apartment,apartment,325000.0,,2.0,94.0,1.0,9.0,,,,2.0,,10654346.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/10654346
Marche-en-Famenne,6900.0,1.0,apartment,apartment,369000.0,,3.0,107.0,1.0,74.0,1.0,1525.0,,4.0,,10667887.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/marche-en-famenne/6900/10667887
Zwijnaarde,9052.0,1.0,apartment,duplex,354000.0,,4.0,156.0,1.0,26.0,,,,2.0,,10651268.0,good,https://www.immoweb.be/en/classified/duplex/for-sale/zwijnaarde/9052/10651268
Sprimont,4141.0,1.0,apartment,duplex,180000.0,,2.0,137.0,,,,,,2.0,,10671725.0,good,https://www.immoweb.be/en/classified/duplex/for-sale/sprimont/4141/10671725
Anderlecht,1070.0,1.0,apartment,apartment,199990.0,,2.0,80.0,1.0,17.0,,,,2.0,,10671323.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10671323
Uccle,1180.0,1.0,apartment,loft,560000.0,,2.0,180.0,1.0,40.0,,,,,,10671874.0,just renovated,https://www.immoweb.be/en/classified/loft/for-sale/uccle/1180/10671874
Woluwe-Saint-Lambert,1200.0,1.0,apartment,penthouse,325000.0,,2.0,92.0,1.0,3.0,,,,2.0,,10672044.0,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/10672044
Amay,4540.0,1.0,apartment,apartment,229500.0,,2.0,87.0,,,,,,2.0,,10672110.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/amay/4540/10672110
Knokke-Heist,8300.0,1.0,apartment,apartment,799000.0,,3.0,87.0,1.0,,,,,2.0,,10671798.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/10671798
Wavre,1300.0,1.0,apartment,apartment,289000.0,,1.0,82.0,1.0,10.0,,,,2.0,,10572917.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10572917
ROCOURT,4000.0,1.0,apartment,apartment,190000.0,,2.0,75.0,,,,,,,,10658428.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/rocourt/4000/10658428
Evere,1140.0,,apartment,apartment,325000.0,,1.0,76.0,1.0,7.0,,,,,,10584172.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10584172
Nazareth,9810.0,1.0,apartment,apartment,357500.0,,2.0,105.0,1.0,9.0,,,,,,10648093.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/nazareth/9810/10648093
Uccle,1180.0,0.0,apartment,apartment,249000.0,,2.0,90.0,1.0,1.0,,,,2.0,,10644402.0,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10644402
Zaventem Sint-Stevens-Woluwe,1932.0,1.0,apartment,apartment,462500.0,,3.0,93.0,1.0,20.0,,,,2.0,,10645573.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/zaventem%20sint-stevens-woluwe/1932/10645573
Zaventem Sint-Stevens-Woluwe,1932.0,1.0,apartment,penthouse,740500.0,,4.0,150.0,1.0,45.0,,,,3.0,,10645574.0,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/zaventem%20sint-stevens-woluwe/1932/10645574
Ronse,9600.0,1.0,apartment,apartment,248000.0,,2.0,103.0,1.0,10.0,,,,2.0,,10658486.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/10658486
Woluwe-Saint-Lambert,1200.0,1.0,apartment,penthouse,399000.0,,2.0,105.0,1.0,42.0,,,,2.0,,10643058.0,good,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/10643058
Bruxelles,1020.0,1.0,apartment,apartment,200000.0,,2.0,70.0,1.0,2.0,,,,2.0,,10665328.0,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/10665328
Brussels City,1000.0,1.0,apartment,apartment,330000.0,,1.0,84.0,,,,,,2.0,,10649802.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1000/10649802
Nazareth,9810.0,1.0,apartment,apartment,280000.0,,1.0,78.0,1.0,8.0,,,,4.0,,10648094.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/nazareth/9810/10648094
Evere,1140.0,1.0,apartment,apartment,280000.0,,3.0,94.0,1.0,15.0,,,,2.0,,10644109.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10644109
Mechelen,2800.0,1.0,apartment,loft,695000.0,,4.0,223.0,1.0,9.0,,,,4.0,,10650180.0,as new,https://www.immoweb.be/en/classified/loft/for-sale/mechelen/2800/10650180
Forest,1190.0,1.0,apartment,penthouse,250000.0,,1.0,55.0,1.0,25.0,,,,2.0,,10649942.0,good,https://www.immoweb.be/en/classified/penthouse/for-sale/forest/1190/10649942
Uccle,1180.0,1.0,apartment,penthouse,250000.0,,1.0,55.0,1.0,25.0,,,,2.0,,10649943.0,good,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/10649943
Aartselaar,2630.0,1.0,apartment,ground floor,24900.0,isLifeAnnuitySale,2.0,110.0,1.0,40.0,1.0,100.0,,,,10671661.0,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/aartselaar/2630/10671661
Huy,4500.0,1.0,apartment,apartment,195000.0,,2.0,96.0,1.0,3.0,,,,2.0,,10649407.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/10649407
HUY,4500.0,,house,villa,180000.0,,3.0,158.0,,,,,961.0,4.0,,10673226.0,to renovate,https://www.immoweb.be/en/classified/villa/for-sale/huy/4500/10673226
JUPILLE-SUR-MEUSE,4020.0,1.0,house,house,299000.0,,5.0,192.0,1.0,,,,595.0,3.0,,10647885.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/jupille-sur-meuse/4020/10647885
Ronse,9600.0,1.0,house,house,269000.0,,3.0,110.0,1.0,,,,272.0,2.0,,10646661.0,good,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10646661
Erpe-Mere,9420.0,1.0,house,house,449000.0,,3.0,240.0,1.0,50.0,1.0,800.0,1100.0,4.0,,10645674.0,good,https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/10645674
Herzele,9550.0,1.0,house,house,298000.0,,4.0,210.0,1.0,,,,623.0,4.0,,10645672.0,good,https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/10645672
Oudenaarde,9700.0,1.0,house,villa,339000.0,,4.0,220.0,1.0,,,,781.0,4.0,,10647774.0,to renovate,https://www.immoweb.be/en/classified/villa/for-sale/oudenaarde/9700/10647774
Mechelen,2800.0,1.0,house,house,463000.0,,4.0,277.0,1.0,,,,449.0,3.0,,10647615.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/10647615
Trooz,4870.0,1.0,house,apartment block,1200000.0,,11.0,475.0,1.0,,1.0,100.0,450.0,2.0,,10645577.0,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/trooz/4870/10645577
Geraardsbergen,9500.0,0.0,house,house,120000.0,,3.0,129.0,1.0,7.0,,,80.0,2.0,,10554271.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/10554271
Aalst,9300.0,1.0,house,house,319000.0,,3.0,170.0,1.0,35.0,1.0,100.0,372.0,3.0,,10657192.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/10657192
Aalst Erembodegem,9320.0,1.0,house,house,319000.0,,3.0,170.0,1.0,35.0,1.0,100.0,372.0,3.0,,10657193.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/aalst%20erembodegem/9320/10657193
Bierbeek,3360.0,,house,house,495000.0,,5.0,197.0,1.0,,1.0,1591.0,1591.0,4.0,,10651274.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/bierbeek/3360/10651274
Aalst,9300.0,1.0,house,town house,329000.0,,3.0,202.0,1.0,,,,270.0,2.0,,10656374.0,as new,https://www.immoweb.be/en/classified/town-house/for-sale/aalst/9300/10656374
Zaventem,1930.0,1.0,house,house,559000.0,,3.0,259.0,1.0,,,,1030.0,3.0,,10656182.0,good,https://www.immoweb.be/en/classified/house/for-sale/zaventem/1930/10656182
Ninove,9400.0,1.0,house,house,178000.0,,3.0,170.0,1.0,,,,100.0,2.0,,10656377.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/10656377
Thuin,6530.0,1.0,house,house,299000.0,,3.0,114.0,1.0,25.0,1.0,317.0,317.0,4.0,,10087089.0,,https://www.immoweb.be/en/classified/house/for-sale/thuin/6530/10087089
Kortrijk,8500.0,1.0,house,house,875000.0,,5.0,529.0,1.0,70.0,1.0,370.0,652.0,2.0,,10656648.0,as new,https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/10656648
Affligem,1790.0,1.0,house,house,377500.0,,3.0,222.0,1.0,,,,245.0,3.0,,10524211.0,as new,https://www.immoweb.be/en/classified/house/for-sale/affligem/1790/10524211
Erpe-Mere,9420.0,1.0,house,house,229000.0,,3.0,150.0,1.0,,,,363.0,3.0,,10656371.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/10656371
Woluwe-Saint-Lambert,1200.0,,house,house,825000.0,,3.0,225.0,1.0,18.0,1.0,17.0,105.0,2.0,,10516268.0,as new,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/10516268
Diest,3290.0,1.0,house,exceptional property,649000.0,,3.0,286.0,1.0,60.0,,,1098.0,4.0,,10656670.0,as new,https://www.immoweb.be/en/classified/exceptional-property/for-sale/diest/3290/10656670
Uccle,1180.0,1.0,house,house,799500.0,,4.0,254.0,1.0,36.0,,,186.0,2.0,,10603687.0,as new,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10603687
SOUGNÉ-REMOUCHAMPS,4920.0,1.0,house,house,219500.0,,2.0,120.0,1.0,25.0,1.0,25.0,110.0,2.0,,10658556.0,good,https://www.immoweb.be/en/classified/house/for-sale/sougn%C3%89-remouchamps/4920/10658556
Woluwe-Saint-Lambert,1200.0,1.0,house,house,1195000.0,,4.0,336.0,1.0,9.0,1.0,80.0,354.0,3.0,,10582308.0,as new,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/10582308
Anzegem,8570.0,1.0,house,house,485000.0,,3.0,194.0,1.0,9.0,1.0,270.0,613.0,3.0,,10631459.0,,https://www.immoweb.be/en/classified/house/for-sale/anzegem/8570/10631459
NEDERBRAKEL,9660.0,1.0,house,house,335000.0,,3.0,170.0,1.0,,,,289.0,3.0,,10659167.0,good,https://www.immoweb.be/en/classified/house/for-sale/nederbrakel/9660/10659167
Tessenderlo,3980.0,1.0,house,villa,499000.0,,4.0,241.0,,,,,820.0,4.0,,10657812.0,just renovated,https://www.immoweb.be/en/classified/villa/for-sale/tessenderlo/3980/10657812
Chaudfontaine,4050.0,0.0,house,house,69000.0,,2.0,100.0,1.0,25.0,,,180.0,4.0,,10663785.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/chaudfontaine/4050/10663785
Rumbeke,8800.0,,house,house,650000.0,,5.0,407.0,,,,,1762.0,,,10659292.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/rumbeke/8800/10659292
Leuze-En-Hainaut,7900.0,,house,house,169000.0,,3.0,190.0,1.0,,,,1040.0,3.0,,10663505.0,,https://www.immoweb.be/en/classified/house/for-sale/leuze-en-hainaut/7900/10663505
Antwerp,2000.0,1.0,apartment,apartment,2950000.0,,2.0,237.0,1.0,101.0,,,,,,10672238.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10672238
Ukkel,1180.0,,apartment,apartment,115000.0,,0.0,36.0,,,,,,,,10670238.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/ukkel/1180/10670238
Grimbergen Humbeek,1851.0,1.0,apartment,duplex,470000.0,,3.0,152.0,1.0,18.0,1.0,23.0,,,,10671841.0,as new,https://www.immoweb.be/en/classified/duplex/for-sale/grimbergen%20humbeek/1851/10671841
Vlimmeren,2340.0,,apartment,apartment,249000.0,,2.0,115.0,,,,,,3.0,,10670749.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/vlimmeren/2340/10670749
Anderlecht,1070.0,1.0,apartment,apartment,240000.0,,1.0,66.0,1.0,11.0,,,,2.0,,10656626.0,,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10656626
Brussel,1000.0,,apartment,apartment,215000.0,,1.0,49.0,,,,,,,,10670241.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/10670241
Anderlecht,1070.0,1.0,apartment,apartment,355000.0,,3.0,119.0,1.0,16.0,,,,,,10656628.0,,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10656628
Aarschot,3200.0,1.0,apartment,apartment,259000.0,,2.0,90.0,,,,,,4.0,,10669450.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/aarschot/3200/10669450
Dison,4820.0,1.0,apartment,apartment,109000.0,,3.0,129.0,1.0,45.0,,,,3.0,,10557738.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/dison/4820/10557738
Middelkerke,8430.0,1.0,apartment,apartment,420000.0,,2.0,82.0,1.0,,,,,2.0,,10654929.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10654929
Forest,1190.0,1.0,apartment,apartment,468000.0,,2.0,130.0,1.0,6.0,,,,2.0,,10657577.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/10657577
Auderghem,1160.0,1.0,apartment,apartment,355000.0,,2.0,90.0,,,,,,2.0,,10654162.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/10654162
Anderlecht,1070.0,1.0,apartment,apartment,285500.0,,2.0,95.0,1.0,11.0,,,,,,10656627.0,,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10656627
Dour,7370.0,1.0,apartment,apartment,105000.0,isUnderOption,1.0,60.0,,,,,,2.0,,10429038.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/dour/7370/10429038
Antwerp,2018.0,1.0,apartment,apartment,368000.0,,2.0,99.0,1.0,,,,,4.0,,10670848.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2018/10670848
Dison,4820.0,,apartment,apartment,109000.0,isUnderOption,2.0,94.0,1.0,32.0,,,,4.0,,10557730.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/dison/4820/10557730
Uccle,1180.0,1.0,apartment,apartment,1690000.0,,3.0,260.0,1.0,,,,,4.0,,10670663.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10670663
Jurbise,7050.0,1.0,apartment,apartment,145000.0,,1.0,50.0,,,,,,2.0,,10524456.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/jurbise/7050/10524456
Ans,4430.0,,apartment,apartment,129000.0,isUnderOption,2.0,69.0,,,,,,3.0,,10605610.0,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/ans/4430/10605610
Jurbise,7050.0,1.0,apartment,apartment,150000.0,,1.0,60.0,,,,,,2.0,,10524483.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/jurbise/7050/10524483
Liège,4020.0,1.0,apartment,flat studio,139000.0,,0.0,33.0,,,,,,2.0,,10627202.0,as new,https://www.immoweb.be/en/classified/flat-studio/for-sale/li%C3%A8ge/4020/10627202
Liège,4020.0,1.0,apartment,duplex,149000.0,isUnderOption,1.0,36.0,,,,,,2.0,,10624170.0,as new,https://www.immoweb.be/en/classified/duplex/for-sale/li%C3%A8ge/4020/10624170
Oostende,8400.0,1.0,apartment,apartment,165000.0,,1.0,46.0,,,,,,2.0,,10358387.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10358387
Liege,4020.0,1.0,house,house,479000.0,,4.0,295.0,1.0,20.0,1.0,20.0,0.0,3.0,,10663780.0,as new,https://www.immoweb.be/en/classified/house/for-sale/liege/4020/10663780
Martelange,6630.0,1.0,apartment,apartment,159900.0,isUnderOption,2.0,76.0,,,1.0,300.0,,2.0,,10491489.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/martelange/6630/10491489
ENAME,9700.0,1.0,apartment,apartment,165000.0,,2.0,79.0,,,,,,4.0,,10538665.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/ename/9700/10538665
Antwerp,2018.0,1.0,house,house,1185000.0,,6.0,485.0,1.0,35.0,1.0,45.0,165.0,2.0,,10664437.0,,https://www.immoweb.be/en/classified/house/for-sale/antwerp/2018/10664437
Woluwe-Saint-Lambert,1200.0,0.0,house,mixed use building,559000.0,,4.0,212.0,,,,,175.0,2.0,,10668864.0,to renovate,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/woluwe-saint-lambert/1200/10668864
Schaerbeek,1030.0,1.0,apartment,flat studio,169000.0,isUnderOption,0.0,41.0,1.0,8.0,,,,,,10463785.0,as new,https://www.immoweb.be/en/classified/flat-studio/for-sale/schaerbeek/1030/10463785
Ekeren,2180.0,,house,house,349000.0,,4.0,212.0,,,1.0,45.0,126.0,2.0,,10665091.0,good,https://www.immoweb.be/en/classified/house/for-sale/ekeren/2180/10665091
Anderlecht,1070.0,1.0,apartment,apartment,159000.0,isUnderOption,2.0,73.0,1.0,14.0,,,,2.0,,10216907.0,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10216907
Temse,9140.0,1.0,house,villa,1589000.0,,10.0,825.0,1.0,,,,4670.0,4.0,1.0,10665544.0,as new,https://www.immoweb.be/en/classified/villa/for-sale/temse/9140/10665544
Musson,6750.0,,house,apartment block,245000.0,,4.0,176.0,1.0,30.0,,,275.0,2.0,,10664197.0,to be done up,https://www.immoweb.be/en/classified/apartment-block/for-sale/musson/6750/10664197
Evere,1140.0,1.0,apartment,apartment,165000.0,isUnderOption,1.0,41.0,1.0,10.0,,,,2.0,,10522063.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10522063
Heers,3870.0,1.0,house,house,975000.0,,5.0,700.0,1.0,100.0,,,3600.0,4.0,,10669996.0,good,https://www.immoweb.be/en/classified/house/for-sale/heers/3870/10669996
Walhain,1457.0,1.0,house,house,495000.0,,4.0,218.0,1.0,,1.0,900.0,1020.0,4.0,,10668916.0,good,https://www.immoweb.be/en/classified/house/for-sale/walhain/1457/10668916
Ellezelles,7890.0,1.0,house,house,355000.0,,3.0,120.0,1.0,,,,955.0,4.0,,10670780.0,,https://www.immoweb.be/en/classified/house/for-sale/ellezelles/7890/10670780
RAMSDONK,1880.0,1.0,house,house,425000.0,,3.0,270.0,,,,,464.0,4.0,,10670342.0,good,https://www.immoweb.be/en/classified/house/for-sale/ramsdonk/1880/10670342
Uccle,1180.0,1.0,house,house,900000.0,,7.0,361.0,1.0,,,,200.0,2.0,,10643318.0,good,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10643318
Trooz,4870.0,0.0,house,mixed use building,119000.0,,3.0,284.0,,,1.0,200.0,315.0,2.0,,10653859.0,to renovate,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/trooz/4870/10653859
Courcelles,6180.0,1.0,house,apartment block,195000.0,,3.0,150.0,1.0,25.0,,,200.0,2.0,,10499166.0,as new,https://www.immoweb.be/en/classified/apartment-block/for-sale/courcelles/6180/10499166
Braine-l'Alleud,1420.0,1.0,house,apartment block,695000.0,,5.0,210.0,1.0,,,,215.0,3.0,,10655388.0,as new,https://www.immoweb.be/en/classified/apartment-block/for-sale/braine-l%27alleud/1420/10655388
Woluwe-Saint-Pierre,1150.0,1.0,house,house,845000.0,,5.0,210.0,1.0,15.0,,,248.0,2.0,,10653910.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10653910
Herk-de-Stad,3540.0,1.0,house,mansion,649000.0,,3.0,267.0,1.0,56.0,1.0,550.0,729.0,3.0,,10643224.0,,https://www.immoweb.be/en/classified/mansion/for-sale/herk-de-stad/3540/10643224
Sainte-Ode,6680.0,,house,house,160000.0,,3.0,224.0,,,,,1110.0,4.0,,10586848.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/sainte-ode/6680/10586848
Steenokkerzeel,1820.0,1.0,house,house,569000.0,,3.0,156.0,,,1.0,800.0,907.0,4.0,,10644166.0,good,https://www.immoweb.be/en/classified/house/for-sale/steenokkerzeel/1820/10644166
Overijse,3090.0,1.0,house,villa,890000.0,,4.0,250.0,1.0,35.0,1.0,730.0,840.0,4.0,,10657558.0,just renovated,https://www.immoweb.be/en/classified/villa/for-sale/overijse/3090/10657558
Horebeke,9667.0,1.0,house,mansion,695000.0,,3.0,523.0,,,,,1551.0,4.0,,10653536.0,good,https://www.immoweb.be/en/classified/mansion/for-sale/horebeke/9667/10653536
Huy,4500.0,1.0,house,house,105000.0,,1.0,45.0,,,,,35.0,2.0,,10655022.0,good,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/10655022
Dilbeek,1700.0,1.0,house,villa,980000.0,,5.0,350.0,1.0,78.0,1.0,500.0,1114.0,4.0,,10653816.0,as new,https://www.immoweb.be/en/classified/villa/for-sale/dilbeek/1700/10653816
Diepenbeek,3590.0,1.0,house,house,845000.0,,5.0,360.0,1.0,,,,9111.0,4.0,,10653954.0,good,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/10653954
Drongen,9031.0,0.0,house,house,850000.0,,4.0,260.0,,,,,1213.0,4.0,,10654687.0,good,https://www.immoweb.be/en/classified/house/for-sale/drongen/9031/10654687
Saint-Josse-ten-Noode,1210.0,,house,house,849000.0,,7.0,342.0,,,,,210.0,2.0,,10653705.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/saint-josse-ten-noode/1210/10653705
Brugge,8000.0,,house,house,845000.0,,5.0,385.0,1.0,20.0,1.0,40.0,170.0,2.0,,10654445.0,good,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10654445
