Raw num:,Locality,Zip code,Kitchen,Type of property,Subtype of property,Price of property in euro,Type of Sale,Number of bedrooms,Living area,Terrace,Terrace area,Garden,Garden area,Surface of the land(or plot of land),Number of facades,Swimming pool,ID number,State of the building,URL
,Kapelle-op-den-Bos,1880,1,house,house,349000,,4,192,1,,,,695,4,,10564521,to be done up,https://www.immoweb.be/en/classified/house/for-sale/kapelle-op-den-bos/1880/10564521
,Deurne,2100,1,house,house,349000,,2,161,,,1,30,144,2,,10606770,good,https://www.immoweb.be/en/classified/house/for-sale/deurne/2100/10606770
,Warsage,4608,1,house,house,349000,,4,148,1,50,1,667,799,4,1,10639009,good,https://www.immoweb.be/en/classified/house/for-sale/warsage/4608/10639009
,VILLERS-PERWIN,6210,1,house,house,340000,isUnderOption,3,206,1,40,1,350,589,3,,10556213,to be done up,https://www.immoweb.be/en/classified/house/for-sale/villers-perwin/6210/10556213
,Brasschaat,2930,1,house,house,359000,isUnderOption,3,113,1,,,,319,2,,10591661,good,https://www.immoweb.be/en/classified/house/for-sale/brasschaat/2930/10591661
,Oostende,8400,1,apartment,apartment,165000,,3,97,1,,,,,,,9911532,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/9911532
,Waregem,8790,1,house,house,339000,,3,150,1,,,,356,3,,10616266,just renovated,https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/10616266
,Antwerp,2020,,house,house,349000,isUnderOption,4,175,,,1,60,157,2,,10623745,as new,https://www.immoweb.be/en/classified/house/for-sale/antwerp/2020/10623745
,Hechtel Eksel,3941,1,house,house,350000,,3,196,1,,,,2175,4,,10608548,good,https://www.immoweb.be/en/classified/house/for-sale/hechtel%20eksel/3941/10608548
,Nandrin,4550,1,house,house,359000,isUnderOption,3,250,1,,,,3531,4,,10565347,to be done up,https://www.immoweb.be/en/classified/house/for-sale/nandrin/4550/10565347
,ZICHEM,3271,1,house,house,350000,,3,140,1,25,,,2590,4,,10559233,,https://www.immoweb.be/en/classified/house/for-sale/zichem/3271/10559233
,Herstal,4040,1,apartment,apartment,169000,isUnderOption,2,83,1,,,,,,,10300152,good,https://www.immoweb.be/en/classified/apartment/for-sale/herstal/4040/10300152
,Brussels City,1020,1,apartment,apartment,169000,isUnderOption,1,58,,,,,,,,10162421,good,https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1020/10162421
,Westende,8434,1,apartment,apartment,169000,,1,45,,,,,,,,10559550,good,https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/10559550
,Oostende,8400,1,apartment,apartment,169000,,2,73,1,,,,,,,10436128,good,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10436128
,Oostende,8400,1,apartment,apartment,175000,,2,75,1,,,,,,,10628579,good,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10628579
,Brussels City,1020,1,apartment,apartment,169000,isUnderOption,1,58,,,,,,,,10176496,good,https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1020/10176496
,De Haan,8420,1,apartment,apartment,175000,,2,65,,,,,,,,10584244,good,https://www.immoweb.be/en/classified/apartment/for-sale/de%20haan/8420/10584244
,Liège,4020,0,apartment,apartment,175000,,2,80,1,3,,,,2,,10584068,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4020/10584068
,Charleroi,6000,1,apartment,apartment,170000,,3,130,,,,,,2,,10634675,good,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi/6000/10634675
,Oostende,8400,1,apartment,apartment,175000,,1,38,1,,,,,,,10434403,as new,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10434403
,Jette,1090,1,apartment,apartment,169000,isUnderOption,1,60,1,4,,,,2,,10493041,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10493041
,Anderlecht,1070,1,apartment,apartment,179000,,1,72,1,8,,,,,,10360419,good,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10360419
,Menen,8930,1,apartment,apartment,180000,,2,80,1,,,,,2,,10129885,good,https://www.immoweb.be/en/classified/apartment/for-sale/menen/8930/10129885
,Oupeye,4680,1,apartment,apartment,180000,,3,110,,,,,,,,10431339,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/oupeye/4680/10431339
,Oostende,8400,1,apartment,apartment,178000,,1,52,1,,,,,,,10579768,good,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10579768
,Oostende,8400,1,apartment,apartment,189000,,1,53,1,,,,,,,10628686,as new,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10628686
,Uccle,1180,1,apartment,apartment,179000,isUnderOption,1,53,,,,,,2,,10524845,,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10524845
,Etterbeek,1040,1,apartment,apartment,185000,,1,55,,,,,,2,,10627779,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/10627779
,Middelkerke,8430,1,apartment,apartment,189000,,1,32,,,,,,,,10637804,as new,https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10637804
,Mont-sur-Marchienne,6032,1,apartment,ground floor,195000,,3,96,,,,,,3,,10505654,good,https://www.immoweb.be/en/classified/ground-floor/for-sale/mont-sur-marchienne/6032/10505654
,Mont-sur-Marchienne,6032,1,apartment,apartment,195000,,3,96,,,,,,3,,10505653,good,https://www.immoweb.be/en/classified/apartment/for-sale/mont-sur-marchienne/6032/10505653
,Koekelberg,1081,1,apartment,apartment,200000,,3,78,1,14,,,,,,10441200,,https://www.immoweb.be/en/classified/apartment/for-sale/koekelberg/1081/10441200
,De Panne,8660,1,apartment,apartment,199000,,1,50,,,,,,,,10623959,good,https://www.immoweb.be/en/classified/apartment/for-sale/de%20panne/8660/10623959
,Oostende,8400,1,apartment,apartment,199000,,2,86,1,7,,,,,,10287863,as new,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10287863
,Diksmuide,8600,1,apartment,apartment,208000,,2,85,1,4,,,,,,10524232,good,https://www.immoweb.be/en/classified/apartment/for-sale/diksmuide/8600/10524232
,Herzele,9552,1,apartment,apartment,209000,isUnderOption,2,78,1,4,,,,,,10499146,good,https://www.immoweb.be/en/classified/apartment/for-sale/herzele/9552/10499146
,Oostende,8400,1,apartment,apartment,199000,,2,71,1,6,,,,,,10270179,good,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10270179
,WALEM,2800,1,house,house,379000,isUnderOption,3,141,1,,1,885,1288,3,,10605237,,https://www.immoweb.be/en/classified/house/for-sale/walem/2800/10605237
,Philippeville,5600,1,house,house,375000,,5,252,1,,,,161,2,,10307297,just renovated,https://www.immoweb.be/en/classified/house/for-sale/philippeville/5600/10307297
,Hofstade,1981,1,house,town house,379000,,3,260,1,10,,,154,2,,10637202,good,https://www.immoweb.be/en/classified/town-house/for-sale/hofstade/1981/10637202
,Diest,3290,1,house,house,379000,,4,175,,,,,1039,4,,10616663,,https://www.immoweb.be/en/classified/house/for-sale/diest/3290/10616663
,Asse,1730,1,house,house,369000,isUnderOption,2,170,1,25,1,400,504,4,,10422859,as new,https://www.immoweb.be/en/classified/house/for-sale/asse/1730/10422859
,Blankenberge,8370,1,apartment,apartment,209000,,2,83,1,,,,,,,10407517,good,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10407517
,Lier,2500,1,apartment,apartment,209000,isUnderOption,2,67,1,1,,,,,,10550995,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/lier/2500/10550995
,Wanze,4520,1,house,house,380000,isUnderOption,2,190,1,,,,1490,3,,10555327,good,https://www.immoweb.be/en/classified/house/for-sale/wanze/4520/10555327
,Aspelare,9404,,house,villa,395000,,3,175,1,,,,928,4,,10540780,good,https://www.immoweb.be/en/classified/villa/for-sale/aspelare/9404/10540780
,Jupille,4020,1,house,house,397000,,3,135,1,,1,475,595,4,,10619299,good,https://www.immoweb.be/en/classified/house/for-sale/jupille/4020/10619299
,Ninove,9400,,house,villa,395000,,3,175,1,,,,928,4,,10543552,good,https://www.immoweb.be/en/classified/villa/for-sale/ninove/9400/10543552
,Dalhem,4607,1,house,house,385000,,3,120,1,25,1,852,1017,4,,10602158,good,https://www.immoweb.be/en/classified/house/for-sale/dalhem/4607/10602158
,Arlon,6700,1,house,house,398000,isUnderOption,5,208,,,,,236,2,,10393401,good,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/10393401
,Londerzeel,1840,1,house,house,395000,,4,202,,,,,247,2,,10431543,good,https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/10431543
,Courcelles,6182,1,house,apartment block,399000,,4,208,1,,,,245,2,,10546067,just renovated,https://www.immoweb.be/en/classified/apartment-block/for-sale/courcelles/6182/10546067
,Welle,9473,1,house,manor house,399000,,4,155,1,15,1,680,830,4,,10374407,just renovated,https://www.immoweb.be/en/classified/manor-house/for-sale/welle/9473/10374407
,Tenneville,6970,1,house,house,399000,,4,190,1,30,1,840,940,4,,10626878,,https://www.immoweb.be/en/classified/house/for-sale/tenneville/6970/10626878
,Berchem,2600,1,house,house,399000,,4,130,1,10,1,55,0,2,,10584431,good,https://www.immoweb.be/en/classified/house/for-sale/berchem/2600/10584431
,BEVEREN- LEIE,8791,1,house,house,399500,,3,800,1,,,,685,4,,10416564,,https://www.immoweb.be/en/classified/house/for-sale/beveren-%20leie/8791/10416564
,Kortrijk,8500,,house,house,400000,,3,285,,,,,94,2,,10510076,good,https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/10510076
,Antwerp,2018,1,house,house,419000,,5,160,1,10,,,80,,,10535709,just renovated,https://www.immoweb.be/en/classified/house/for-sale/antwerp/2018/10535709
,Tenneville,6970,1,house,house,399000,,4,190,1,30,1,840,940,4,,10636778,,https://www.immoweb.be/en/classified/house/for-sale/tenneville/6970/10636778
,Borgerhout,2140,1,house,mixed use building,419000,,5,160,1,10,,,80,,,10540357,just renovated,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/borgerhout/2140/10540357
,Libramont-Chevigny,6800,1,house,house,425000,,4,294,1,55,,,2100,4,,10636774,good,https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny/6800/10636774
,Machelen,1830,1,house,house,425000,,3,135,,,,,108,,,10588091,as new,https://www.immoweb.be/en/classified/house/for-sale/machelen/1830/10588091
,Anderlecht,1070,1,house,house,425000,,4,190,,,,,103,2,,10631447,to be done up,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/10631447
,Antwerp,2140,1,house,mansion,419900,,4,214,,,1,48,162,2,,10638285,as new,https://www.immoweb.be/en/classified/mansion/for-sale/antwerp/2140/10638285
,Borgerhout,2140,1,house,exceptional property,419000,,5,160,1,10,,,80,,,10540358,just renovated,https://www.immoweb.be/en/classified/exceptional-property/for-sale/borgerhout/2140/10540358
,Beerse,2340,1,house,house,429000,,3,236,1,50,,,1008,4,,10642905,good,https://www.immoweb.be/en/classified/house/for-sale/beerse/2340/10642905
,Borgerhout,2140,1,house,house,419000,,5,160,1,10,,,80,,,10535710,just renovated,https://www.immoweb.be/en/classified/house/for-sale/borgerhout/2140/10535710
,Sint-Pieters-Leeuw,1601,,apartment,apartment,210000,isUnderOption,2,70,1,6,,,,2,,10523424,good,https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-leeuw/1601/10523424
,VARSENARE,8490,1,house,house,425000,,3,138,1,,,,110,2,,10625950,good,https://www.immoweb.be/en/classified/house/for-sale/varsenare/8490/10625950
,Blankenberge,8370,1,apartment,apartment,210000,,2,73,,,,,,,,10627497,good,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10627497
,Ans,4430,1,apartment,apartment,210000,isUnderOption,2,114,1,16,,,,,,10504288,good,https://www.immoweb.be/en/classified/apartment/for-sale/ans/4430/10504288
,AYE,6900,1,house,house,429000,isUnderOption,7,350,1,80,1,1616,2649,4,,10137189,good,https://www.immoweb.be/en/classified/house/for-sale/aye/6900/10137189
,Dilbeek,1702,1,apartment,apartment,210000,isUnderOption,1,67,,,,,,2,,10126045,as new,https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1702/10126045
,Evere,1140,1,apartment,apartment,215000,,2,70,,,,,,,,10606226,good,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10606226
,Antwerp,2660,1,apartment,apartment,219000,,2,88,,,,,,,,10513205,as new,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2660/10513205
,Oostende,8400,1,apartment,apartment,219000,,2,74,1,,,,,,,10569153,as new,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10569153
,Wanze,4520,1,apartment,apartment,229900,,2,90,1,,,,,2,,10412044,good,https://www.immoweb.be/en/classified/apartment/for-sale/wanze/4520/10412044
,Wezembeek-Oppem,1970,1,apartment,service flat,215000,,1,65,1,5,,,,,,9918618,good,https://www.immoweb.be/en/classified/service-flat/for-sale/wezembeek-oppem/1970/9918618
,Jette,1090,1,apartment,apartment,225000,,2,76,,,,,,2,,10590796,good,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10590796
,Blankenberge,8370,1,apartment,apartment,229000,,2,92,,,,,,,,10600867,good,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10600867
,Anderlecht,1070,1,apartment,ground floor,220000,isUnderOption,1,86,1,13,1,60,,2,,10567355,just renovated,https://www.immoweb.be/en/classified/ground-floor/for-sale/anderlecht/1070/10567355
,Aalst,9300,1,apartment,apartment,229000,isUnderOption,2,83,1,3,,,,,,10396040,good,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/10396040
,Bredene,8450,1,apartment,apartment,229000,isUnderOption,2,105,1,,,,,,,10534884,good,https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/10534884
,Anderlecht,1070,1,apartment,apartment,235000,,3,97,1,6,,,,,,10374408,,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10374408
,Oostende,8400,1,apartment,apartment,239000,,2,85,,,,,,,,9892460,good,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/9892460
,Oostkamp,8020,1,apartment,duplex,249000,,1,84,,,,,,,,10568551,good,https://www.immoweb.be/en/classified/duplex/for-sale/oostkamp/8020/10568551
,Schaerbeek,1030,1,apartment,apartment,239000,,2,98,,,,,,,,10602691,good,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10602691
,Liège,4000,1,apartment,apartment,249000,isUnderOption,3,117,,,,,,,,9464379,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/9464379
,Aalst,9300,1,apartment,apartment,229000,isUnderOption,2,100,,,,,,,,10431702,good,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/10431702
,Blankenberge,8370,1,apartment,apartment,259000,,1,68,1,6,,,,,,10371870,as new,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10371870
,Lede,9340,1,apartment,duplex,259000,isUnderOption,2,113,1,16,,,,,,10338465,as new,https://www.immoweb.be/en/classified/duplex/for-sale/lede/9340/10338465
,Liège,4000,1,apartment,apartment,249500,,1,92,,,,,,,,10489965,as new,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/10489965
,Blankenberge,8370,1,apartment,apartment,245000,,2,62,,,,,,,,10515488,good,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10515488
,Neder-over-Heembeek,1120,1,apartment,penthouse,268000,,2,94,1,37,,,,2,,10637848,good,https://www.immoweb.be/en/classified/penthouse/for-sale/neder-over-heembeek/1120/10637848
,Blankenberge,8370,1,apartment,duplex,267000,,3,102,1,6,,,,,,10628704,good,https://www.immoweb.be/en/classified/duplex/for-sale/blankenberge/8370/10628704
,Westende,8434,1,apartment,apartment,259000,,2,87,1,,,,,,,10637969,as new,https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/10637969
,Kortrijk,8500,1,apartment,apartment,249000,,2,90,1,,,,,,,10394244,good,https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/10394244
,Ronse,9600,1,house,house,429000,,5,400,,,,,340,2,,10640409,good,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10640409
,Oostende,8400,1,apartment,apartment,255000,,1,71,,,,,,,,10436127,as new,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10436127
,COUTISSE,5300,1,house,country cottage,440000,,4,160,1,,,,2283,4,,10499932,good,https://www.immoweb.be/en/classified/country-cottage/for-sale/coutisse/5300/10499932
,Willebroek,2830,1,house,mixed use building,445000,,3,145,1,44,1,50,243,2,,10607048,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/willebroek/2830/10607048
,Londerzeel,1840,1,house,house,445000,isUnderOption,3,154,,,,,1688,4,,10406533,good,https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/10406533
,COUTISSE,5300,1,house,house,440000,,4,160,1,,,,2283,4,,10499928,good,https://www.immoweb.be/en/classified/house/for-sale/coutisse/5300/10499928
,Meise,1860,1,house,villa,449000,,3,155,1,21,1,150,597,4,,10453580,good,https://www.immoweb.be/en/classified/villa/for-sale/meise/1860/10453580
,Meise,1860,1,house,bungalow,449000,,3,155,1,21,1,150,597,4,,10453596,good,https://www.immoweb.be/en/classified/bungalow/for-sale/meise/1860/10453596
,Willebroek,2830,1,house,mansion,445000,,3,145,1,44,1,50,243,2,,10607008,,https://www.immoweb.be/en/classified/mansion/for-sale/willebroek/2830/10607008
,Oostkamp,8020,,apartment,apartment,249000,isUnderOption,2,120,1,,,,,,,10598352,good,https://www.immoweb.be/en/classified/apartment/for-sale/oostkamp/8020/10598352
,Machelen,1830,1,house,house,449000,isUnderOption,4,173,1,,,,419,3,,10615515,good,https://www.immoweb.be/en/classified/house/for-sale/machelen/1830/10615515
,Overijse,3090,1,house,house,449000,,3,110,1,17,,,0,2,,10594164,good,https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/10594164
,Louvain-La-Neuve,1348,1,house,villa,450000,,4,160,1,57,,,600,4,,10438574,good,https://www.immoweb.be/en/classified/villa/for-sale/louvain-la-neuve/1348/10438574
,Waterloo,1410,1,house,house,470000,,4,164,1,20,1,250,345,3,,10609000,good,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/10609000
,Evere,1140,1,house,mixed use building,459000,isUnderOption,4,208,1,31,,,260,2,,10500649,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/evere/1140/10500649
,Mettet,5640,1,house,house,460000,,3,171,1,40,1,900,1061,4,,10625309,good,https://www.immoweb.be/en/classified/house/for-sale/mettet/5640/10625309
,MONT-SAINT-GUIBERT,1435,1,house,villa,450000,,4,160,1,57,,,600,4,,10438573,good,https://www.immoweb.be/en/classified/villa/for-sale/mont-saint-guibert/1435/10438573
,Evere,1140,1,house,house,459000,isUnderOption,4,208,1,31,,,260,2,,10500648,good,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/10500648
,Braine-l'Alleud,1420,1,house,house,450000,,4,144,1,64,1,215,733,4,,10499514,good,https://www.immoweb.be/en/classified/house/for-sale/braine-l%27alleud/1420/10499514
,Kraainem,1950,1,house,house,475000,,2,123,1,,,,406,3,,10628727,,https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/10628727
,Schaerbeek,1030,1,house,house,500000,isUnderOption,5,201,1,15,1,35,110,2,,10315006,to be done up,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10315006
,LEEST,2811,1,house,house,495000,,3,192,,,,,820,4,,10402704,to be done up,https://www.immoweb.be/en/classified/house/for-sale/leest/2811/10402704
